Year,Market,Company code,Company name,Proposal Status,Dividend in respect of the year (quarter),Dividend Period,Times,Date of the Board of Directors,Date of the Shareholders' Meeting,Cash dividends distributed from retained earnings (NTD/share),Cash distributed from legal reserve (NTD/share),Cash distributed from capital surplus (NTD/share),Total amount of cash distributed to shareholders (NTD),Stock dividends distributed from retained earnings(NTD/share),Stock distributed from legal reserve (NTD/share),Stock distributed from capital surplus (NTD/share),Total amount of stock distributed to shareholders
2015,Listed Company,1522,TYC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,1.50000000,0.0,0.0,469346822,0.0,0.0,0.0,0
2015,Listed Company,1524,GORDON,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1525,KSC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,1.40000000,0.0,0.0,96943575,0.60000000,0.0,0.0,4154724
2015,Listed Company,1526,SUNRACE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,0.40000000,0.0,0.0,20000000,0.0,0.0,0.0,0
2015,Listed Company,1527,BASSO,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,3.30000000,0.0,0.0,455270112,0.0,0.0,0.0,0
2015,Listed Company,1528,ANDERSON,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/06,0.0,0.10000000,0.0,17633100,0.0,0.0,0.0,0
2015,Listed Company,1529,LUXE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1530,AWEA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.50000000,0.0,0.0,45997225,0.50000000,0.0,0.0,4599722
2015,Listed Company,1531,KAULIN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.60000000,0.0,0.0,111004848,0.0,0.0,0.0,0
2015,Listed Company,1532,CMP,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/20,2.10000000,0.0,0.0,809029435,0.0,0.0,0.0,0
2015,Listed Company,1533,MORE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.10000000,0.0,0.0,9475720,0.40000000,0.0,0.0,3790288
2015,Listed Company,1535,CEC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,3.00000000,0.0,0.0,371227656,0.0,0.0,0.0,0
2015,Listed Company,1536,HOTA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,3.20000000,0.0,0.0,751860842,0.0,0.0,0.0,0
2015,Listed Company,1537,KUNG LONG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,7.50000000,0.0,0.0,613390455,0.0,0.0,0.0,0
2015,Listed Company,1538,?@?@JF,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1539,GT?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,1.20000000,0.0,0.0,78444000,0.0,0.0,0.0,0
2015,Listed Company,1540,?@ROUNDTOP?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/30,1.00000000,0.0,0.0,85473612,0.0,0.0,0.0,0
2015,Listed Company,1541,Chang Type,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,3.21185231,0.0,0.0,253093962,0.0,0.0,0.0,0
2015,Public Company,1557,CFT?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.0,0.80000000,0.0,134874720,0.0,0.0,0.0,0
2015,Listed Company,1558,ZENG HSING,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,9.50000000,0.0,0.0,575088495,0.0,0.0,0.0,0
2015,Listed Company,1560,KINIK,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,3.70000000,0.0,0.0,521700000,0.0,0.0,0.0,0
2015,Listed Company,1563,SAI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,2.00000000,0.0,0.0,397674800,0.0,0.0,0.0,0
2015,TPEx Listed Company,1565,St.Shine?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,23.50000000,0.0,0.0,1184788126,0.0,0.0,0.0,0
2015,Listed Company,1568,T.Y.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,1.00000000,0.0,0.0,103086559,0.0,0.0,0.0,0
2015,TPEx Listed Company,1569,Bin Chuan,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,TPEx Listed Company,1570,De Poan,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.50000000,0.0,0.0,25750419,0.0,0.0,0.0,0
2015,TPEx Listed Company,1580,SINMAG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/06,7.00000000,0.0,0.0,339721438,0.0,0.0,0.0,0
2015,Listed Company,1582,SYNCMOLD,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,4.50000000,0.0,0.0,674353526,0.0,0.0,0.0,0
2015,Listed Company,1583,GOODWAY,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.50000000,0.0,0.0,50165170,1.00000000,0.0,0.0,10033033
2015,TPEx Listed Company,1584,STC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/20,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Public Company,1585,TOPGREEN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,TPEx Listed Company,1586,CFTC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/19,0.0,0.0,0.0,0,0.0,1.00000000,0.0,4520282
2015,Listed Company,1587,CM,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,1.00000000,0.0,0.0,54336561,0.0,0.0,0.0,0
2015,Listed Company,1589,YGG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,8.50000000,0.0,0.0,1004188198,0.0,0.0,0.0,0
2015,Listed Company,1590,AIRTAC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/18,4.00000000,0.0,0.0,716099992,0.0,0.0,0.0,0
2015,TPEx Listed Company,1591,INMAX,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Public Company,1592,Enterex,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/27,1.00000000,0.0,0.0,98978250,0.0,0.0,0.0,0
2015,TPEx Listed Company,1593,CHI HUA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,2.85000000,0.15000000,0.0,90901680,0.0,0.0,0.0,0
2015,Emerging Stocks,1594,JUKAO,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.08972674,0.0,0.0,2268247,0.80745267,0.0,0.0,2041200
2015,TPEx Listed Company,1595,CBT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,2.70000000,0.0,0.0,104456110,0.49999989,0.0,0.0,1934372
2015,Listed Company,1597,cpc,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.50000000,0.0,0.0,28116900,0.50000000,0.0,0.0,2811690
2015,Listed Company,1598,Dyaco,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,1.50000000,0.0,0.0,123021335,0.0,0.0,0.0,0
2015,TPEx Listed Company,1599,AEON,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,3.00000000,0.0,0.0,134941563,1.50000000,0.0,0.0,6747078
2015,Public Company,1602,PEWC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1603,CWCO,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,0.50000000,0.0,0.0,136920000,0.0,0.0,0.0,0
2015,Listed Company,1604,SAMPO,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,1.00000000,0.0,0.0,507000000,0.0,0.0,0.0,0
2015,Listed Company,1605,WALSIN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/25,0.20000000,0.0,0.0,701200052,0.0,0.0,0.0,0
2015,Listed Company,1608,HE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1609,TA YA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1611,CE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1612,HONG TAI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.26000000,0.0,0.0,82180816,0.0,0.0,0.0,0
2015,Public Company,1613,Tai-I,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1614,Taiwan Sanyo,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,0.80589734,0.0,0.0,216877778,0.0,0.0,0.0,0
2015,Listed Company,1615,Dah San,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,0.30000000,0.0,0.0,33558535,0.0,0.0,0.0,0
2015,Listed Company,1616,EVERTOP,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1617,JSW,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,0.30000000,0.0,0.0,42969971,0.0,0.0,0.0,0
2015,Listed Company,1618,HK,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,0.35000000,0.0,0.0,84302639,0.0,0.0,0.0,0
2015,Public Company,1619,CUPRIME?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/06,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1626,AIRMATE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/06,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1702,NAMCHOW,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,2.60000000,0.0,0.0,764745701,0.0,0.0,0.0,0
2015,Listed Company,1707,GKB,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,5.60000000,0.0,0.0,729680790,0.0,0.0,0.0,0
2015,Listed Company,1708,SESODA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/24,0.50000000,0.0,0.0,91359576,0.50000000,0.0,0.0,9135958
2015,Listed Company,1709,FUCC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,1.20000000,0.0,0.0,515919449,0.0,0.0,0.0,0
2015,Listed Company,1710,OUCC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,0.0,0.50000000,0.0,442851515,0.0,0.0,0.0,0
2015,Listed Company,1711,EVERLIGHT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.50000000,0.0,0.0,260834393,0.50000000,0.0,0.0,26083440
2015,Listed Company,1712,SINON,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,0.60000000,0.0,0.0,206881921,0.0,0.0,0.0,0
2015,Listed Company,1713,CCW,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.41000000,0.0,0.0,61890197,0.0,0.0,0.0,0
2015,Listed Company,1714,HO TUNG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.0,0.0,0.0,0,0.30000000,0.0,0.0,28614740
2015,Listed Company,1717,ETERNAL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,1.50000000,0.0,0.0,1533253539,0.80000000,0.0,0.0,81773523
2015,Listed Company,1718,CMFC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.10000000,0.0,0.0,135600425,0.50000000,0.0,0.0,67800212
2015,Listed Company,1720,S.C.P.C,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,1.00000000,0.50000000,0.0,268044134,0.0,0.0,0.0,0
2015,Listed Company,1721,SUNKO,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1722,TFC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,2.10000000,0.0,0.0,2058000000,0.0,0.0,0.0,0
2015,Listed Company,1723,CSCC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,4.50000000,0.0,0.0,1066070160,0.0,0.0,0.0,0
2015,Listed Company,1725,YJE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.78000000,0.0,0.0,141243943,0.0,0.0,0.0,0
2015,Listed Company,1726,Y.C.P.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/30,3.80000000,0.0,0.0,615600000,0.0,0.0,0.0,0
2015,Listed Company,1727,CHCIW,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.50000000,0.0,0.0,55125000,0.0,0.0,0.0,0
2015,Listed Company,1730,FARCENT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,2.00000000,0.0,0.0,113962336,0.0,0.0,0.0,0
2015,Listed Company,1731,Maywufa,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,0.50000000,0.0,0.0,66457622,0.0,0.0,0.0,0
2015,Listed Company,1732,Mao Bao,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1733,ApexBio,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,2.24059351,0.0,0.0,223396544,0.0,0.0,0.0,0
2015,Listed Company,1734,SINPHAR?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.20000000,0.0,0.0,32254235,0.40000000,0.0,0.0,6450847
2015,Listed Company,1735,?@?@EMC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,1.00000000,0.0,0.0,99388000,0.0,0.0,0.0,0
2015,Listed Company,1736,JHT?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,1.00000000,0.0,0.0,304016617,0.0,0.0,0.0,0
2015,Listed Company,1737,Taiyen,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/20,1.12000000,0.0,0.0,224000000,0.0,0.0,0.0,0
2015,Public Company,1739,S.Y.G.C?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/01,0.84000000,0.0,0.0,39767419,0.80000000,0.0,0.0,3787373
2015,Public Company,1740,ST Natural,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,1.10000000,0.0,0.0,155203224,0.50000000,0.0,0.0,7054692
2015,TPEx Listed Company,1742,TWC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Public Company,1745,?@?L?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2015/06/26,0.40000000,0.0,0.0,13228800,0.40000000,0.0,0.0,1322880
2015,Listed Company,1752,NANG KUANG?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/27,0.60000000,0.60000000,0.0,60171144,0.0,0.0,0.0,0
2015,Listed Company,1760,PBF,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,0.80000000,0.0,0.0,44999860,0.30000000,0.70000000,0.0,5624983
2015,Listed Company,1762,CCSB,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,1.50000000,0.0,0.0,116340000,0.0,0.0,0.0,0
2015,Public Company,1763,CHIMEI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/16,0.99989934,0.0,0.0,1693371559,0.0,0.0,0.0,0
2015,Public Company,1764,CCPC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/24,3.00000000,0.0,0.0,2145558861,0.0,0.0,0.0,0
2015,Public Company,1765,CCP,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/24,3.00000000,0.0,0.0,1312551405,0.0,0.0,0.0,0
2015,Public Company,1766,DCC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/24,7.00000000,0.0,0.0,2159313485,0.0,0.0,0.0,0
2015,Public Company,1767,YMS?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.70000000,0.0,0.0,52086540,0.0,0.0,0.0,0
2015,Public Company,1769,SHINCHUNG CO.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/16,1.60000000,0.0,0.0,277395870,0.40000000,0.0,0.0,69348970
2015,Public Company,1770,?@TBC?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/03/31,1.50000000,0.0,0.0,210229307,0.0,0.0,0.0,0
2015,Listed Company,1773,SHINY CHEMICAL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/18,3.00000000,0.0,0.0,450000000,0.0,0.0,0.0,0
2015,Public Company,1775,GRECO,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,6.00000000,0.0,0.0,528000000,0.0,0.0,0.0,0
2015,Listed Company,1776,Headway,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/27,1.80000000,0.0,0.0,110476978,0.0,0.0,0.0,0
2015,TPEx Listed Company,1777,SYN-TECH,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,3.50000000,0.0,0.0,105208425,0.0,0.0,0.0,0
2015,Emerging Stocks,1780,ABC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/09,0.40000000,0.0,0.0,37840000,0.0,0.0,0.0,0
2015,TPEx Listed Company,1781,H&L,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1783,MBI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,TPEx Listed Company,1784,BIONET CORP.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.41420761,0.0,0.0,20555850,0.0,0.0,0.0,0
2015,TPEx Listed Company,1785,Solar,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/12/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1786,SVBI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.50000000,0.0,0.0,25800000,0.0,0.0,0.0,0
2015,TPEx Listed Company,1788,HCI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/02,5.00000000,0.0,0.0,175000000,0.0,0.0,0.0,0
2015,Listed Company,1789,SPT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,0.30000000,0.0,0.0,219324858,0.40000000,0.0,0.0,29243315
2015,Listed Company,1795,Lotus Pharm,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,TPEx Listed Company,1799,EASYWELL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1802,TGI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1805,BLG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.0,0.50000000,0.0,40132700,0.0,0.0,0.0,0
2015,Listed Company,1806,CHAMPION,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1808,RUN LONG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,3.60000000,1.40000000,0.0,1180000000,0.0,0.0,0.0,0
2015,Listed Company,1809,China Glaze,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.20000000,0.0,0.0,37964077,0.0,0.0,0.0,0
2015,Listed Company,1810,HCG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,0.20000000,0.0,0.0,73970722,0.0,0.0,0.0,0
2015,TPEx Listed Company,1813,Polylite,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,2.00000000,0.0,0.0,93271020,0.0,0.0,0.0,0
2015,TPEx Listed Company,1815,FFG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.35000000,0.0,0.0,140545058,0.0,0.0,0.0,0
2015,Listed Company,1817,SANITAR,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,2.00000000,0.0,0.0,145200000,0.0,0.0,0.0,0
2015,Public Company,1819,Sunny Win,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,0.50000000,0.0,0.0,13052177,0.0,0.0,0.0,0
2015,Listed Company,1903,Shihlin Paper,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,1904,Cheng Loong,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/06,0.60000000,0.0,0.0,664964713,0.0,0.0,0.0,0
2015,Listed Company,1905,CHP,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.60000000,0.0,0.0,661701190,0.0,0.0,0.0,0
2015,Listed Company,1906,Baolong Intl.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.15000000,0.0,0.0,22650000,0.0,0.0,0.0,0
2015,Listed Company,1907,YFY,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.30000000,0.0,0.0,498111449,0.0,0.0,0.0,0
2015,Listed Company,1909,Longchen P&P,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,1.00000000,0.0,0.0,834303309,0.0,0.0,0.0,0
2015,Listed Company,2002,CSC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,0.50000000,0.0,0.0,7867430499,0.0,0.0,0.0,0
2015,Company,2002A,????‾S§O??,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,1.40000000,0.0,0.0,53575199,0.0,0.0,0.0,0
2015,Listed Company,2006,Tung Ho Steel,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,1.10000000,0.0,0.0,1098043593,0.0,0.0,0.0,0
2015,Listed Company,2007,YH,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2008,KHC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2009,FCC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2010,CHUN YUAN STEEL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.50000000,0.0,0.0,323827695,0.0,0.0,0.0,0
2015,Listed Company,2012,CHUN YU,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,0.50000000,0.0,0.0,143887000,0.0,0.0,0.0,0
2015,Listed Company,2013,CSSC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,0.50000000,0.0,0.0,100000000,0.0,0.0,0.0,0
2015,Listed Company,2014,CHUNG HUNG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2015,FH,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,2.50000000,0.0,0.0,1453998560,0.0,0.0,0.0,0
2015,Listed Company,2017,Quintain Steel,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2020,MAYER PIPE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.0,0.0,0.0,0,0.0,0.0,0.0,0
